"resultado","convocatoria","sexo","disciplina_codigo","n"
"Denegado","2010","F","KA1",24
"Denegado","2010","F","KA2",4
"Denegado","2010","F","KA3",6
"Denegado","2010","F","KA4",4
"Denegado","2010","F","KA5",31
"Denegado","2010","F","KB1",31
"Denegado","2010","F","KB2",70
"Denegado","2010","F","KB3",23
"Denegado","2010","F","KB4",8
"Denegado","2010","F","KE1",35
"Denegado","2010","F","KE2",1
"Denegado","2010","F","KE3",5
"Denegado","2010","F","KE5",17
"Denegado","2010","F","KS1",14
"Denegado","2010","F","KS2",12
"Denegado","2010","F","KS3",41
"Denegado","2010","F","KS4",54
"Denegado","2010","F","KS5",32
"Denegado","2010","F","KS6",8
"Denegado","2010","F","KT1",6
"Denegado","2010","M","KA1",16
"Denegado","2010","M","KA2",10
"Denegado","2010","M","KA3",1
"Denegado","2010","M","KA4",1
"Denegado","2010","M","KA5",15
"Denegado","2010","M","KB1",15
"Denegado","2010","M","KB2",36
"Denegado","2010","M","KB3",8
"Denegado","2010","M","KB4",6
"Denegado","2010","M","KE1",28
"Denegado","2010","M","KE2",9
"Denegado","2010","M","KE3",12
"Denegado","2010","M","KE5",14
"Denegado","2010","M","KS1",9
"Denegado","2010","M","KS2",9
"Denegado","2010","M","KS3",15
"Denegado","2010","M","KS4",30
"Denegado","2010","M","KS5",13
"Denegado","2010","M","KS6",8
"Denegado","2010","M","KT1",7
"Denegado","2011","F","KA1",30
"Denegado","2011","F","KA2",4
"Denegado","2011","F","KA3",7
"Denegado","2011","F","KA4",4
"Denegado","2011","F","KA5",29
"Denegado","2011","F","KB1",38
"Denegado","2011","F","KB2",103
"Denegado","2011","F","KB3",38
"Denegado","2011","F","KB4",15
"Denegado","2011","F","KE1",35
"Denegado","2011","F","KE2",3
"Denegado","2011","F","KE3",6
"Denegado","2011","F","KE4",4
"Denegado","2011","F","KE5",19
"Denegado","2011","F","KS1",25
"Denegado","2011","F","KS2",25
"Denegado","2011","F","KS3",40
"Denegado","2011","F","KS4",85
"Denegado","2011","F","KS5",30
"Denegado","2011","F","KS6",11
"Denegado","2011","F","KS7",3
"Denegado","2011","F","KT1",8
"Denegado","2011","M","KA1",17
"Denegado","2011","M","KA2",14
"Denegado","2011","M","KA3",5
"Denegado","2011","M","KA4",4
"Denegado","2011","M","KA5",20
"Denegado","2011","M","KB1",18
"Denegado","2011","M","KB2",44
"Denegado","2011","M","KB3",13
"Denegado","2011","M","KB4",8
"Denegado","2011","M","KE1",23
"Denegado","2011","M","KE2",7
"Denegado","2011","M","KE3",17
"Denegado","2011","M","KE4",2
"Denegado","2011","M","KE5",9
"Denegado","2011","M","KS1",22
"Denegado","2011","M","KS2",5
"Denegado","2011","M","KS3",28
"Denegado","2011","M","KS4",39
"Denegado","2011","M","KS5",23
"Denegado","2011","M","KS6",11
"Denegado","2011","M","KT1",8
"Denegado","2012","F","KA1",35
"Denegado","2012","F","KA2",8
"Denegado","2012","F","KA3",8
"Denegado","2012","F","KA4",2
"Denegado","2012","F","KA5",31
"Denegado","2012","F","KB1",35
"Denegado","2012","F","KB2",97
"Denegado","2012","F","KB3",26
"Denegado","2012","F","KB4",11
"Denegado","2012","F","KE1",31
"Denegado","2012","F","KE2",6
"Denegado","2012","F","KE3",3
"Denegado","2012","F","KE4",6
"Denegado","2012","F","KE5",14
"Denegado","2012","F","KS1",33
"Denegado","2012","F","KS2",32
"Denegado","2012","F","KS3",21
"Denegado","2012","F","KS4",84
"Denegado","2012","F","KS5",58
"Denegado","2012","F","KS6",14
"Denegado","2012","F","KS7",23
"Denegado","2012","F","KT1",7
"Denegado","2012","M","KA1",13
"Denegado","2012","M","KA2",14
"Denegado","2012","M","KA3",6
"Denegado","2012","M","KA4",7
"Denegado","2012","M","KA5",6
"Denegado","2012","M","KB1",18
"Denegado","2012","M","KB2",42
"Denegado","2012","M","KB3",11
"Denegado","2012","M","KB4",6
"Denegado","2012","M","KE1",19
"Denegado","2012","M","KE2",3
"Denegado","2012","M","KE3",9
"Denegado","2012","M","KE4",2
"Denegado","2012","M","KE5",6
"Denegado","2012","M","KS1",27
"Denegado","2012","M","KS2",10
"Denegado","2012","M","KS3",19
"Denegado","2012","M","KS4",36
"Denegado","2012","M","KS5",31
"Denegado","2012","M","KS6",18
"Denegado","2012","M","KS7",7
"Denegado","2012","M","KT1",9
"Denegado","2013","F","KA1",31
"Denegado","2013","F","KA2",4
"Denegado","2013","F","KA3",14
"Denegado","2013","F","KA4",2
"Denegado","2013","F","KA5",10
"Denegado","2013","F","KB1",33
"Denegado","2013","F","KB2",47
"Denegado","2013","F","KB3",17
"Denegado","2013","F","KB4",16
"Denegado","2013","F","KE1",26
"Denegado","2013","F","KE2",4
"Denegado","2013","F","KE3",1
"Denegado","2013","F","KE4",6
"Denegado","2013","F","KE5",9
"Denegado","2013","F","KS1",24
"Denegado","2013","F","KS2",35
"Denegado","2013","F","KS3",19
"Denegado","2013","F","KS4",76
"Denegado","2013","F","KS5",59
"Denegado","2013","F","KS6",6
"Denegado","2013","F","KS7",35
"Denegado","2013","F","KS8",10
"Denegado","2013","F","KT1",16
"Denegado","2013","M","KA1",16
"Denegado","2013","M","KA2",10
"Denegado","2013","M","KA3",6
"Denegado","2013","M","KA4",13
"Denegado","2013","M","KA5",5
"Denegado","2013","M","KB1",9
"Denegado","2013","M","KB2",18
"Denegado","2013","M","KB3",7
"Denegado","2013","M","KB4",4
"Denegado","2013","M","KE1",15
"Denegado","2013","M","KE2",7
"Denegado","2013","M","KE3",6
"Denegado","2013","M","KE4",1
"Denegado","2013","M","KE5",6
"Denegado","2013","M","KS1",35
"Denegado","2013","M","KS2",17
"Denegado","2013","M","KS3",14
"Denegado","2013","M","KS4",31
"Denegado","2013","M","KS5",24
"Denegado","2013","M","KS6",15
"Denegado","2013","M","KS7",13
"Denegado","2013","M","KS8",6
"Denegado","2013","M","KT1",8
"Denegado","2013","X","KS4",1
"Denegado","2014","F","KA1",28
"Denegado","2014","F","KA2",5
"Denegado","2014","F","KA3",13
"Denegado","2014","F","KA4",2
"Denegado","2014","F","KA5",22
"Denegado","2014","F","KB1",35
"Denegado","2014","F","KB2",40
"Denegado","2014","F","KB3",16
"Denegado","2014","F","KB4",15
"Denegado","2014","F","KE1",20
"Denegado","2014","F","KE2",5
"Denegado","2014","F","KE3",2
"Denegado","2014","F","KE4",5
"Denegado","2014","F","KE5",7
"Denegado","2014","F","KS1",18
"Denegado","2014","F","KS2",33
"Denegado","2014","F","KS3",15
"Denegado","2014","F","KS4",58
"Denegado","2014","F","KS5",61
"Denegado","2014","F","KS6",8
"Denegado","2014","F","KS7",42
"Denegado","2014","F","KS8",10
"Denegado","2014","F","KT1",7
"Denegado","2014","M","KA1",17
"Denegado","2014","M","KA2",16
"Denegado","2014","M","KA3",5
"Denegado","2014","M","KA4",6
"Denegado","2014","M","KA5",11
"Denegado","2014","M","KB1",12
"Denegado","2014","M","KB2",30
"Denegado","2014","M","KB3",5
"Denegado","2014","M","KB4",3
"Denegado","2014","M","KE1",7
"Denegado","2014","M","KE2",6
"Denegado","2014","M","KE3",7
"Denegado","2014","M","KE4",1
"Denegado","2014","M","KE5",5
"Denegado","2014","M","KS1",27
"Denegado","2014","M","KS2",21
"Denegado","2014","M","KS3",13
"Denegado","2014","M","KS4",38
"Denegado","2014","M","KS5",34
"Denegado","2014","M","KS6",9
"Denegado","2014","M","KS7",12
"Denegado","2014","M","KS8",8
"Denegado","2014","M","KT1",7
"Denegado","2015","F","KA1",36
"Denegado","2015","F","KA2",2
"Denegado","2015","F","KA3",16
"Denegado","2015","F","KA4",5
"Denegado","2015","F","KA5",21
"Denegado","2015","F","KA6",5
"Denegado","2015","F","KB1",13
"Denegado","2015","F","KB2",43
"Denegado","2015","F","KB3",15
"Denegado","2015","F","KB4",5
"Denegado","2015","F","KE1",30
"Denegado","2015","F","KE2",5
"Denegado","2015","F","KE3",5
"Denegado","2015","F","KE4",1
"Denegado","2015","F","KE5",9
"Denegado","2015","F","KS1",23
"Denegado","2015","F","KS2",26
"Denegado","2015","F","KS3",19
"Denegado","2015","F","KS4",45
"Denegado","2015","F","KS5",56
"Denegado","2015","F","KS6",10
"Denegado","2015","F","KS7",34
"Denegado","2015","F","KS8",10
"Denegado","2015","F","KT1",9
"Denegado","2015","M","KA1",16
"Denegado","2015","M","KA2",9
"Denegado","2015","M","KA3",10
"Denegado","2015","M","KA4",8
"Denegado","2015","M","KA5",11
"Denegado","2015","M","KA6",4
"Denegado","2015","M","KB1",9
"Denegado","2015","M","KB2",23
"Denegado","2015","M","KB3",7
"Denegado","2015","M","KB4",2
"Denegado","2015","M","KE1",7
"Denegado","2015","M","KE2",9
"Denegado","2015","M","KE3",7
"Denegado","2015","M","KE4",2
"Denegado","2015","M","KE5",5
"Denegado","2015","M","KS1",24
"Denegado","2015","M","KS2",15
"Denegado","2015","M","KS3",17
"Denegado","2015","M","KS4",36
"Denegado","2015","M","KS5",34
"Denegado","2015","M","KS6",10
"Denegado","2015","M","KS7",13
"Denegado","2015","M","KS8",6
"Denegado","2015","M","KT1",10
"Denegado","2016","F","KA1",57
"Denegado","2016","F","KA2",3
"Denegado","2016","F","KA3",9
"Denegado","2016","F","KA4",5
"Denegado","2016","F","KA5",57
"Denegado","2016","F","KA6",14
"Denegado","2016","F","KA7",45
"Denegado","2016","F","KB1",53
"Denegado","2016","F","KB2",77
"Denegado","2016","F","KB3",25
"Denegado","2016","F","KB4",21
"Denegado","2016","F","KE1",40
"Denegado","2016","F","KE2",7
"Denegado","2016","F","KE3",9
"Denegado","2016","F","KE4",1
"Denegado","2016","F","KE5",10
"Denegado","2016","F","KS1",36
"Denegado","2016","F","KS2",48
"Denegado","2016","F","KS3",29
"Denegado","2016","F","KS4",63
"Denegado","2016","F","KS5",74
"Denegado","2016","F","KS6",11
"Denegado","2016","F","KS7",49
"Denegado","2016","F","KS8",22
"Denegado","2016","F","KT1",19
"Denegado","2016","M","KA1",35
"Denegado","2016","M","KA2",25
"Denegado","2016","M","KA3",9
"Denegado","2016","M","KA4",16
"Denegado","2016","M","KA5",24
"Denegado","2016","M","KA6",9
"Denegado","2016","M","KA7",21
"Denegado","2016","M","KB1",12
"Denegado","2016","M","KB2",50
"Denegado","2016","M","KB3",8
"Denegado","2016","M","KB4",10
"Denegado","2016","M","KE1",20
"Denegado","2016","M","KE2",14
"Denegado","2016","M","KE3",14
"Denegado","2016","M","KE4",2
"Denegado","2016","M","KE5",19
"Denegado","2016","M","KS1",33
"Denegado","2016","M","KS2",23
"Denegado","2016","M","KS3",23
"Denegado","2016","M","KS4",40
"Denegado","2016","M","KS5",54
"Denegado","2016","M","KS6",18
"Denegado","2016","M","KS7",18
"Denegado","2016","M","KS8",12
"Denegado","2016","M","KT1",16
"Denegado","2017","F","KA1",80
"Denegado","2017","F","KA2",7
"Denegado","2017","F","KA3",19
"Denegado","2017","F","KA4",10
"Denegado","2017","F","KA5",75
"Denegado","2017","F","KA6",10
"Denegado","2017","F","KA7",59
"Denegado","2017","F","KB1",86
"Denegado","2017","F","KB2",81
"Denegado","2017","F","KB3",26
"Denegado","2017","F","KB4",27
"Denegado","2017","F","KE1",51
"Denegado","2017","F","KE2",8
"Denegado","2017","F","KE3",10
"Denegado","2017","F","KE4",6
"Denegado","2017","F","KE5",33
"Denegado","2017","F","KS1",34
"Denegado","2017","F","KS2",51
"Denegado","2017","F","KS3",30
"Denegado","2017","F","KS4",66
"Denegado","2017","F","KS5",79
"Denegado","2017","F","KS6",13
"Denegado","2017","F","KS7",53
"Denegado","2017","F","KS8",33
"Denegado","2017","M","KA1",31
"Denegado","2017","M","KA2",35
"Denegado","2017","M","KA3",4
"Denegado","2017","M","KA4",21
"Denegado","2017","M","KA5",32
"Denegado","2017","M","KA6",9
"Denegado","2017","M","KA7",28
"Denegado","2017","M","KB1",21
"Denegado","2017","M","KB2",49
"Denegado","2017","M","KB3",12
"Denegado","2017","M","KB4",9
"Denegado","2017","M","KE1",33
"Denegado","2017","M","KE2",15
"Denegado","2017","M","KE3",21
"Denegado","2017","M","KE4",5
"Denegado","2017","M","KE5",23
"Denegado","2017","M","KS1",31
"Denegado","2017","M","KS2",25
"Denegado","2017","M","KS3",47
"Denegado","2017","M","KS4",39
"Denegado","2017","M","KS5",55
"Denegado","2017","M","KS6",21
"Denegado","2017","M","KS7",23
"Denegado","2017","M","KS8",14
"Denegado","2017","M","KT1",2
"Denegado","2018","F","KA1",115
"Denegado","2018","F","KA2",5
"Denegado","2018","F","KA3",27
"Denegado","2018","F","KA4",8
"Denegado","2018","F","KA5",59
"Denegado","2018","F","KA6",20
"Denegado","2018","F","KA7",94
"Denegado","2018","F","KA8",12
"Denegado","2018","F","KB1",110
"Denegado","2018","F","KB2",110
"Denegado","2018","F","KB3",41
"Denegado","2018","F","KB4",35
"Denegado","2018","F","KE1",82
"Denegado","2018","F","KE2",13
"Denegado","2018","F","KE3",16
"Denegado","2018","F","KE4",7
"Denegado","2018","F","KE5",43
"Denegado","2018","F","KS1",52
"Denegado","2018","F","KS2",62
"Denegado","2018","F","KS3",37
"Denegado","2018","F","KS4",65
"Denegado","2018","F","KS5",117
"Denegado","2018","F","KS6",14
"Denegado","2018","F","KS7",55
"Denegado","2018","F","KS8",39
"Denegado","2018","F","KS9",30
"Denegado","2018","F","KT1",11
"Denegado","2018","M","KA1",54
"Denegado","2018","M","KA2",41
"Denegado","2018","M","KA3",14
"Denegado","2018","M","KA4",27
"Denegado","2018","M","KA5",23
"Denegado","2018","M","KA6",16
"Denegado","2018","M","KA7",40
"Denegado","2018","M","KA8",7
"Denegado","2018","M","KB1",37
"Denegado","2018","M","KB2",61
"Denegado","2018","M","KB3",29
"Denegado","2018","M","KB4",13
"Denegado","2018","M","KE1",53
"Denegado","2018","M","KE2",15
"Denegado","2018","M","KE3",36
"Denegado","2018","M","KE4",6
"Denegado","2018","M","KE5",33
"Denegado","2018","M","KS1",49
"Denegado","2018","M","KS2",35
"Denegado","2018","M","KS3",50
"Denegado","2018","M","KS4",41
"Denegado","2018","M","KS5",83
"Denegado","2018","M","KS6",27
"Denegado","2018","M","KS7",22
"Denegado","2018","M","KS8",20
"Denegado","2018","M","KS9",7
"Denegado","2018","M","KT1",7
"Denegado","2019","F","KA1",111
"Denegado","2019","F","KA2",7
"Denegado","2019","F","KA3",30
"Denegado","2019","F","KA4",3
"Denegado","2019","F","KA5",43
"Denegado","2019","F","KA6",27
"Denegado","2019","F","KA7",98
"Denegado","2019","F","KA8",30
"Denegado","2019","F","KB1",88
"Denegado","2019","F","KB2",98
"Denegado","2019","F","KB3",36
"Denegado","2019","F","KB4",34
"Denegado","2019","F","KE1",84
"Denegado","2019","F","KE2",11
"Denegado","2019","F","KE3",7
"Denegado","2019","F","KE4",4
"Denegado","2019","F","KE5",48
"Denegado","2019","F","KS1",44
"Denegado","2019","F","KS2",58
"Denegado","2019","F","KS3",26
"Denegado","2019","F","KS4",56
"Denegado","2019","F","KS5",83
"Denegado","2019","F","KS6",15
"Denegado","2019","F","KS7",45
"Denegado","2019","F","KS8",33
"Denegado","2019","F","KS9",42
"Denegado","2019","F","KT1",12
"Denegado","2019","M","KA1",49
"Denegado","2019","M","KA2",28
"Denegado","2019","M","KA3",18
"Denegado","2019","M","KA4",10
"Denegado","2019","M","KA5",19
"Denegado","2019","M","KA6",12
"Denegado","2019","M","KA7",32
"Denegado","2019","M","KA8",12
"Denegado","2019","M","KB1",22
"Denegado","2019","M","KB2",45
"Denegado","2019","M","KB3",20
"Denegado","2019","M","KB4",10
"Denegado","2019","M","KE1",43
"Denegado","2019","M","KE2",11
"Denegado","2019","M","KE3",17
"Denegado","2019","M","KE4",5
"Denegado","2019","M","KE5",33
"Denegado","2019","M","KS1",40
"Denegado","2019","M","KS2",28
"Denegado","2019","M","KS3",36
"Denegado","2019","M","KS4",44
"Denegado","2019","M","KS5",71
"Denegado","2019","M","KS6",23
"Denegado","2019","M","KS7",18
"Denegado","2019","M","KS8",19
"Denegado","2019","M","KS9",4
"Denegado","2019","M","KT1",12
"Denegado","2019","X","KE5",1
"Denegado","2020","F","KA1",99
"Denegado","2020","F","KA2",8
"Denegado","2020","F","KA3",26
"Denegado","2020","F","KA4",6
"Denegado","2020","F","KA5",46
"Denegado","2020","F","KA6",26
"Denegado","2020","F","KA7",98
"Denegado","2020","F","KA8",49
"Denegado","2020","F","KB1",108
"Denegado","2020","F","KB2",121
"Denegado","2020","F","KB3",56
"Denegado","2020","F","KB4",92
"Denegado","2020","F","KE1",68
"Denegado","2020","F","KE2",12
"Denegado","2020","F","KE3",14
"Denegado","2020","F","KE4",4
"Denegado","2020","F","KE5",46
"Denegado","2020","F","KS1",50
"Denegado","2020","F","KS2",61
"Denegado","2020","F","KS3",30
"Denegado","2020","F","KS4",76
"Denegado","2020","F","KS5",114
"Denegado","2020","F","KS6",18
"Denegado","2020","F","KS7",65
"Denegado","2020","F","KS8",34
"Denegado","2020","F","KS9",53
"Denegado","2020","F","KT1",17
"Denegado","2020","M","KA1",65
"Denegado","2020","M","KA2",39
"Denegado","2020","M","KA3",12
"Denegado","2020","M","KA4",15
"Denegado","2020","M","KA5",14
"Denegado","2020","M","KA6",23
"Denegado","2020","M","KA7",37
"Denegado","2020","M","KA8",11
"Denegado","2020","M","KB1",33
"Denegado","2020","M","KB2",52
"Denegado","2020","M","KB3",25
"Denegado","2020","M","KB4",33
"Denegado","2020","M","KE1",41
"Denegado","2020","M","KE2",17
"Denegado","2020","M","KE3",19
"Denegado","2020","M","KE4",4
"Denegado","2020","M","KE5",32
"Denegado","2020","M","KS1",46
"Denegado","2020","M","KS2",43
"Denegado","2020","M","KS3",53
"Denegado","2020","M","KS4",43
"Denegado","2020","M","KS5",76
"Denegado","2020","M","KS6",28
"Denegado","2020","M","KS7",36
"Denegado","2020","M","KS8",17
"Denegado","2020","M","KS9",7
"Denegado","2020","M","KT1",11
"Denegado","2021","F","KA1",44
"Denegado","2021","F","KA2",7
"Denegado","2021","F","KA3",20
"Denegado","2021","F","KA4",4
"Denegado","2021","F","KA5",19
"Denegado","2021","F","KA6",15
"Denegado","2021","F","KA7",51
"Denegado","2021","F","KA8",31
"Denegado","2021","F","KB1",54
"Denegado","2021","F","KB2",63
"Denegado","2021","F","KB3",31
"Denegado","2021","F","KB4",30
"Denegado","2021","F","KE1",36
"Denegado","2021","F","KE2",3
"Denegado","2021","F","KE3",9
"Denegado","2021","F","KE4",4
"Denegado","2021","F","KE5",20
"Denegado","2021","F","KS1",25
"Denegado","2021","F","KS2",38
"Denegado","2021","F","KS3",21
"Denegado","2021","F","KS4",42
"Denegado","2021","F","KS5",70
"Denegado","2021","F","KS6",11
"Denegado","2021","F","KS7",32
"Denegado","2021","F","KS8",20
"Denegado","2021","F","KS9",30
"Denegado","2021","F","KT1",11
"Denegado","2021","M","KA1",25
"Denegado","2021","M","KA2",11
"Denegado","2021","M","KA3",10
"Denegado","2021","M","KA4",6
"Denegado","2021","M","KA5",8
"Denegado","2021","M","KA6",7
"Denegado","2021","M","KA7",20
"Denegado","2021","M","KA8",8
