"resultado","convocatoria","sexo","disciplina_codigo","n"
"Otorgado","2017","F","KT1",1
"Otorgado","2017","M","KA1",28
"Otorgado","2017","M","KA2",24
"Otorgado","2017","M","KA3",2
"Otorgado","2017","M","KA4",12
"Otorgado","2017","M","KA5",23
"Otorgado","2017","M","KA6",12
"Otorgado","2017","M","KA7",10
"Otorgado","2017","M","KB1",19
"Otorgado","2017","M","KB2",15
"Otorgado","2017","M","KB3",20
"Otorgado","2017","M","KB4",10
"Otorgado","2017","M","KE1",22
"Otorgado","2017","M","KE2",12
"Otorgado","2017","M","KE3",15
"Otorgado","2017","M","KE4",4
"Otorgado","2017","M","KE5",18
"Otorgado","2017","M","KS1",3
"Otorgado","2017","M","KS2",1
"Otorgado","2017","M","KS3",4
"Otorgado","2017","M","KS4",10
"Otorgado","2017","M","KS5",16
"Otorgado","2017","M","KS6",8
"Otorgado","2017","M","KS7",3
"Otorgado","2017","M","KS8",3
"Otorgado","2017","M","KT1",3
"Otorgado","2018","F","KA1",16
"Otorgado","2018","F","KA2",1
"Otorgado","2018","F","KA3",7
"Otorgado","2018","F","KA4",2
"Otorgado","2018","F","KA5",13
"Otorgado","2018","F","KA6",10
"Otorgado","2018","F","KA7",19
"Otorgado","2018","F","KA8",6
"Otorgado","2018","F","KB1",18
"Otorgado","2018","F","KB2",20
"Otorgado","2018","F","KB3",16
"Otorgado","2018","F","KB4",11
"Otorgado","2018","F","KE1",12
"Otorgado","2018","F","KE2",2
"Otorgado","2018","F","KE3",5
"Otorgado","2018","F","KE4",2
"Otorgado","2018","F","KE5",10
"Otorgado","2018","F","KS1",6
"Otorgado","2018","F","KS2",5
"Otorgado","2018","F","KS3",5
"Otorgado","2018","F","KS4",9
"Otorgado","2018","F","KS5",22
"Otorgado","2018","F","KS6",2
"Otorgado","2018","F","KS7",5
"Otorgado","2018","F","KS8",8
"Otorgado","2018","F","KS9",7
"Otorgado","2018","F","KT1",9
"Otorgado","2018","M","KA1",8
"Otorgado","2018","M","KA2",11
"Otorgado","2018","M","KA3",2
"Otorgado","2018","M","KA4",8
"Otorgado","2018","M","KA5",14
"Otorgado","2018","M","KA6",6
"Otorgado","2018","M","KA7",7
"Otorgado","2018","M","KA8",2
"Otorgado","2018","M","KB1",20
"Otorgado","2018","M","KB2",15
"Otorgado","2018","M","KB3",9
"Otorgado","2018","M","KB4",3
"Otorgado","2018","M","KE1",23
"Otorgado","2018","M","KE2",5
"Otorgado","2018","M","KE3",15
"Otorgado","2018","M","KE4",3
"Otorgado","2018","M","KE5",12
"Otorgado","2018","M","KS1",4
"Otorgado","2018","M","KS2",3
"Otorgado","2018","M","KS3",4
"Otorgado","2018","M","KS4",8
"Otorgado","2018","M","KS5",11
"Otorgado","2018","M","KS6",4
"Otorgado","2018","M","KS7",5
"Otorgado","2018","M","KS8",1
"Otorgado","2018","M","KS9",1
"Otorgado","2018","M","KT1",8
"Otorgado","2019","F","KA1",21
"Otorgado","2019","F","KA3",11
"Otorgado","2019","F","KA4",4
"Otorgado","2019","F","KA5",18
"Otorgado","2019","F","KA6",11
"Otorgado","2019","F","KA7",21
"Otorgado","2019","F","KA8",19
"Otorgado","2019","F","KB1",42
"Otorgado","2019","F","KB2",29
"Otorgado","2019","F","KB3",20
"Otorgado","2019","F","KB4",15
"Otorgado","2019","F","KE1",38
"Otorgado","2019","F","KE2",6
"Otorgado","2019","F","KE3",11
"Otorgado","2019","F","KE4",7
"Otorgado","2019","F","KE5",19
"Otorgado","2019","F","KS1",9
"Otorgado","2019","F","KS2",15
"Otorgado","2019","F","KS3",5
"Otorgado","2019","F","KS4",12
"Otorgado","2019","F","KS5",33
"Otorgado","2019","F","KS6",7
"Otorgado","2019","F","KS7",12
"Otorgado","2019","F","KS8",10
"Otorgado","2019","F","KS9",10
"Otorgado","2019","F","KT1",6
"Otorgado","2019","M","KA1",23
"Otorgado","2019","M","KA2",20
"Otorgado","2019","M","KA3",3
"Otorgado","2019","M","KA4",11
"Otorgado","2019","M","KA5",12
"Otorgado","2019","M","KA6",11
"Otorgado","2019","M","KA7",13
"Otorgado","2019","M","KA8",6
"Otorgado","2019","M","KB1",22
"Otorgado","2019","M","KB2",25
"Otorgado","2019","M","KB3",17
"Otorgado","2019","M","KB4",6
"Otorgado","2019","M","KE1",30
"Otorgado","2019","M","KE2",7
"Otorgado","2019","M","KE3",36
"Otorgado","2019","M","KE4",8
"Otorgado","2019","M","KE5",16
"Otorgado","2019","M","KS1",12
"Otorgado","2019","M","KS2",7
"Otorgado","2019","M","KS3",9
"Otorgado","2019","M","KS4",15
"Otorgado","2019","M","KS5",21
"Otorgado","2019","M","KS6",6
"Otorgado","2019","M","KS7",10
"Otorgado","2019","M","KS8",5
"Otorgado","2019","M","KS9",2
"Otorgado","2019","M","KT1",9
"Otorgado","2019","X","KE3",1
"Otorgado","2020","F","KA1",26
"Otorgado","2020","F","KA2",4
"Otorgado","2020","F","KA3",17
"Otorgado","2020","F","KA4",2
"Otorgado","2020","F","KA5",11
"Otorgado","2020","F","KA6",10
"Otorgado","2020","F","KA7",22
"Otorgado","2020","F","KA8",18
"Otorgado","2020","F","KB1",40
"Otorgado","2020","F","KB2",45
"Otorgado","2020","F","KB3",25
"Otorgado","2020","F","KB4",26
"Otorgado","2020","F","KE1",49
"Otorgado","2020","F","KE2",10
"Otorgado","2020","F","KE3",4
"Otorgado","2020","F","KE4",3
"Otorgado","2020","F","KE5",18
"Otorgado","2020","F","KS1",15
"Otorgado","2020","F","KS2",18
"Otorgado","2020","F","KS3",7
"Otorgado","2020","F","KS4",11
"Otorgado","2020","F","KS5",27
"Otorgado","2020","F","KS6",5
"Otorgado","2020","F","KS7",19
"Otorgado","2020","F","KS8",9
"Otorgado","2020","F","KS9",17
"Otorgado","2020","F","KT1",7
"Otorgado","2020","M","KA1",13
"Otorgado","2020","M","KA2",24
"Otorgado","2020","M","KA3",5
"Otorgado","2020","M","KA4",10
"Otorgado","2020","M","KA5",15
"Otorgado","2020","M","KA6",9
"Otorgado","2020","M","KA7",14
"Otorgado","2020","M","KA8",8
"Otorgado","2020","M","KB1",20
"Otorgado","2020","M","KB2",38
"Otorgado","2020","M","KB3",13
"Otorgado","2020","M","KB4",11
"Otorgado","2020","M","KE1",38
"Otorgado","2020","M","KE2",11
"Otorgado","2020","M","KE3",27
"Otorgado","2020","M","KE4",6
"Otorgado","2020","M","KE5",15
"Otorgado","2020","M","KS1",11
"Otorgado","2020","M","KS2",10
"Otorgado","2020","M","KS3",11
"Otorgado","2020","M","KS4",15
"Otorgado","2020","M","KS5",16
"Otorgado","2020","M","KS6",12
"Otorgado","2020","M","KS7",10
"Otorgado","2020","M","KS8",7
"Otorgado","2020","M","KT1",3
"Otorgado","2021","F","KA1",31
"Otorgado","2021","F","KA2",2
"Otorgado","2021","F","KA3",14
"Otorgado","2021","F","KA4",2
"Otorgado","2021","F","KA5",12
"Otorgado","2021","F","KA6",11
"Otorgado","2021","F","KA7",35
"Otorgado","2021","F","KA8",17
"Otorgado","2021","F","KB1",39
"Otorgado","2021","F","KB2",41
"Otorgado","2021","F","KB3",15
"Otorgado","2021","F","KB4",13
"Otorgado","2021","F","KE1",39
"Otorgado","2021","F","KE2",6
"Otorgado","2021","F","KE3",10
"Otorgado","2021","F","KE4",9
"Otorgado","2021","F","KE5",24
"Otorgado","2021","F","KS1",10
"Otorgado","2021","F","KS2",12
"Otorgado","2021","F","KS3",5
"Otorgado","2021","F","KS4",19
"Otorgado","2021","F","KS5",27
"Otorgado","2021","F","KS6",1
"Otorgado","2021","F","KS7",11
"Otorgado","2021","F","KS8",10
"Otorgado","2021","F","KS9",19
"Otorgado","2021","F","KT1",4
"Otorgado","2021","M","KA1",23
"Otorgado","2021","M","KA2",13
"Otorgado","2021","M","KA3",8
"Otorgado","2021","M","KA4",12
"Otorgado","2021","M","KA5",7
"Otorgado","2021","M","KA6",10
"Otorgado","2021","M","KA7",16
"Otorgado","2021","M","KA8",5
"Otorgado","2021","M","KB1",17
"Otorgado","2021","M","KB2",19
"Otorgado","2021","M","KB3",10
"Otorgado","2021","M","KB4",9
"Otorgado","2021","M","KE1",43
"Otorgado","2021","M","KE2",20
"Otorgado","2021","M","KE3",12
"Otorgado","2021","M","KE4",6
"Otorgado","2021","M","KE5",22
"Otorgado","2021","M","KS1",13
"Otorgado","2021","M","KS2",11
"Otorgado","2021","M","KS3",11
"Otorgado","2021","M","KS4",12
"Otorgado","2021","M","KS5",23
"Otorgado","2021","M","KS6",8
"Otorgado","2021","M","KS7",8
"Otorgado","2021","M","KS8",5
"Otorgado","2021","M","KS9",2
"Otorgado","2021","M","KT1",5
"Otorgado","2022","F","KA1",31
"Otorgado","2022","F","KA2",3
"Otorgado","2022","F","KA3",13
"Otorgado","2022","F","KA4",6
"Otorgado","2022","F","KA5",19
"Otorgado","2022","F","KA6",20
"Otorgado","2022","F","KA7",39
"Otorgado","2022","F","KA8",24
"Otorgado","2022","F","KB1",44
"Otorgado","2022","F","KB2",46
"Otorgado","2022","F","KB3",29
"Otorgado","2022","F","KB4",19
"Otorgado","2022","F","KE1",27
"Otorgado","2022","F","KE2",6
"Otorgado","2022","F","KE3",9
"Otorgado","2022","F","KE4",7
"Otorgado","2022","F","KE5",17
"Otorgado","2022","F","KS1",8
"Otorgado","2022","F","KS10",14
"Otorgado","2022","F","KS2",19
"Otorgado","2022","F","KS3",7
"Otorgado","2022","F","KS4",20
"Otorgado","2022","F","KS5",35
"Otorgado","2022","F","KS6",10
"Otorgado","2022","F","KS7",9
"Otorgado","2022","F","KS8",7
"Otorgado","2022","F","KS9",24
"Otorgado","2022","M","KA1",25
"Otorgado","2022","M","KA2",11
"Otorgado","2022","M","KA3",7
"Otorgado","2022","M","KA4",13
"Otorgado","2022","M","KA5",11
"Otorgado","2022","M","KA6",14
"Otorgado","2022","M","KA7",12
"Otorgado","2022","M","KA8",5
"Otorgado","2022","M","KB1",13
"Otorgado","2022","M","KB2",27
"Otorgado","2022","M","KB3",13
"Otorgado","2022","M","KB4",5
"Otorgado","2022","M","KE1",31
"Otorgado","2022","M","KE2",8
"Otorgado","2022","M","KE3",15
"Otorgado","2022","M","KE4",3
"Otorgado","2022","M","KE5",21
"Otorgado","2022","M","KS1",8
"Otorgado","2022","M","KS10",12
"Otorgado","2022","M","KS2",8
"Otorgado","2022","M","KS3",10
"Otorgado","2022","M","KS4",14
"Otorgado","2022","M","KS5",24
"Otorgado","2022","M","KS6",5
"Otorgado","2022","M","KS7",6
"Otorgado","2022","M","KS8",4
"Otorgado","2022","M","KS9",7
"Otorgado","2022","X","KA4",1
"Otorgado","2023","F","KA1",9
"Otorgado","2023","F","KA3",9
"Otorgado","2023","F","KA5",4
"Otorgado","2023","F","KA6",10
"Otorgado","2023","F","KA7",8
"Otorgado","2023","F","KA8",13
"Otorgado","2023","F","KB1",17
"Otorgado","2023","F","KB2",23
"Otorgado","2023","F","KB3",12
"Otorgado","2023","F","KB4",9
"Otorgado","2023","F","KE1",29
"Otorgado","2023","F","KE2",4
"Otorgado","2023","F","KE3",3
"Otorgado","2023","F","KE4",2
"Otorgado","2023","F","KE5",12
"Otorgado","2023","F","KS1",6
"Otorgado","2023","F","KS10",2
"Otorgado","2023","F","KS2",11
"Otorgado","2023","F","KS4",3
"Otorgado","2023","F","KS5",13
"Otorgado","2023","F","KS6",6
"Otorgado","2023","F","KS7",2
"Otorgado","2023","F","KS8",10
"Otorgado","2023","F","KS9",6
"Otorgado","2023","F","KT1",5
"Otorgado","2023","M","KA1",10
"Otorgado","2023","M","KA2",4
"Otorgado","2023","M","KA3",4
"Otorgado","2023","M","KA4",4
"Otorgado","2023","M","KA5",7
"Otorgado","2023","M","KA6",1
"Otorgado","2023","M","KA7",7
"Otorgado","2023","M","KA8",3
"Otorgado","2023","M","KB1",9
"Otorgado","2023","M","KB2",14
"Otorgado","2023","M","KB3",8
"Otorgado","2023","M","KB4",3
"Otorgado","2023","M","KE1",23
"Otorgado","2023","M","KE2",4
"Otorgado","2023","M","KE3",9
"Otorgado","2023","M","KE4",5
"Otorgado","2023","M","KE5",13
"Otorgado","2023","M","KS1",3
"Otorgado","2023","M","KS10",5
"Otorgado","2023","M","KS2",3
"Otorgado","2023","M","KS3",6
"Otorgado","2023","M","KS4",6
"Otorgado","2023","M","KS5",9
"Otorgado","2023","M","KS6",5
"Otorgado","2023","M","KS7",1
"Otorgado","2023","M","KS8",2
"Otorgado","2023","M","KS9",1
"Otorgado","2023","M","KT1",2
"Otorgado","2023","X","KS5",1
"Otorgado por recurso","2016","F","KA1",1
"Otorgado por recurso","2016","F","KA2",1
"Otorgado por recurso","2016","F","KA3",2
"Otorgado por recurso","2016","F","KA6",1
"Otorgado por recurso","2016","F","KB1",5
"Otorgado por recurso","2016","F","KB2",2
"Otorgado por recurso","2016","F","KB3",2
"Otorgado por recurso","2016","F","KB4",2
"Otorgado por recurso","2016","F","KE1",4
"Otorgado por recurso","2016","F","KE3",1
"Otorgado por recurso","2016","F","KE5",2
"Otorgado por recurso","2016","F","KS1",1
"Otorgado por recurso","2016","F","KS4",2
"Otorgado por recurso","2016","F","KS5",2
"Otorgado por recurso","2016","F","KS6",1
"Otorgado por recurso","2016","F","KT1",1
"Otorgado por recurso","2016","M","KA1",2
"Otorgado por recurso","2016","M","KA2",1
"Otorgado por recurso","2016","M","KA4",1
"Otorgado por recurso","2016","M","KA5",5
"Otorgado por recurso","2016","M","KA7",2
"Otorgado por recurso","2016","M","KB1",1
"Otorgado por recurso","2016","M","KB2",1
"Otorgado por recurso","2016","M","KE4",1
"Otorgado por recurso","2016","M","KE5",1
"Otorgado por recurso","2016","M","KS2",1
"Otorgado por recurso","2016","M","KS3",1
"Otorgado por recurso","2016","M","KS4",1
"Otorgado por recurso","2016","M","KS5",2
"Otorgado por recurso","2016","M","KS7",1
"Otorgado por recurso","2016","M","KS8",1
"Otorgado por recurso","2016","M","KT1",1
"Otorgado por recurso","2017","F","KA6",1
"Otorgado por recurso","2017","F","KB1",1
"Otorgado por recurso","2017","F","KB2",2
"Otorgado por recurso","2017","F","KB3",1
"Otorgado por recurso","2017","F","KB4",1
"Otorgado por recurso","2017","F","KE1",1
"Otorgado por recurso","2017","F","KE3",1
"Otorgado por recurso","2017","F","KE5",1
"Otorgado por recurso","2017","F","KS1",1
"Otorgado por recurso","2017","F","KS4",1
"Otorgado por recurso","2017","M","KA2",1
"Otorgado por recurso","2017","M","KA7",1
"Otorgado por recurso","2017","M","KB2",1
"Otorgado por recurso","2017","M","KE1",1
"Otorgado por recurso","2017","M","KE3",1
"Otorgado por recurso","2017","M","KE5",1
"Otorgado por recurso","2017","M","KS3",1
"Otorgado por recurso","2017","M","KS4",1
"Otorgado por recurso","2018","F","KA1",2
"Otorgado por recurso","2018","F","KA3",1
"Otorgado por recurso","2018","F","KA4",1
"Otorgado por recurso","2018","F","KA5",3
"Otorgado por recurso","2018","F","KA6",1
"Otorgado por recurso","2018","F","KA7",2
"Otorgado por recurso","2018","F","KA8",1
"Otorgado por recurso","2018","F","KB1",1
"Otorgado por recurso","2018","F","KB4",2
"Otorgado por recurso","2018","F","KE2",1
"Otorgado por recurso","2018","F","KS1",2
"Otorgado por recurso","2018","F","KS2",1
"Otorgado por recurso","2018","F","KS4",1
"Otorgado por recurso","2018","F","KS5",1
"Otorgado por recurso","2018","F","KS7",1
"Otorgado por recurso","2018","F","KS8",1
"Otorgado por recurso","2018","M","KA2",1
"Otorgado por recurso","2018","M","KB1",1
"Otorgado por recurso","2018","M","KB3",1
"Otorgado por recurso","2018","M","KB4",1
"Otorgado por recurso","2018","M","KE1",1
"Otorgado por recurso","2018","M","KE2",1
"Otorgado por recurso","2018","M","KE3",1
"Otorgado por recurso","2018","M","KE4",1
"Otorgado por recurso","2018","M","KS1",1
"Otorgado por recurso","2018","M","KS5",1
"Otorgado por recurso","2018","M","KS6",1
"Otorgado por recurso","2018","M","KS8",1
"Otorgado por recurso","2019","F","KA1",2
"Otorgado por recurso","2019","F","KA3",1
"Otorgado por recurso","2019","F","KA6",2
"Otorgado por recurso","2019","F","KA7",1
"Otorgado por recurso","2019","F","KA8",1
"Otorgado por recurso","2019","F","KB1",3
"Otorgado por recurso","2019","F","KB2",2
"Otorgado por recurso","2019","F","KB3",3
"Otorgado por recurso","2019","F","KE1",1
"Otorgado por recurso","2019","F","KE5",1
"Otorgado por recurso","2019","F","KS1",1
"Otorgado por recurso","2019","F","KS2",1
"Otorgado por recurso","2019","F","KS4",1
"Otorgado por recurso","2019","F","KS5",4
"Otorgado por recurso","2019","F","KS6",1
"Otorgado por recurso","2019","F","KS7",1
"Otorgado por recurso","2019","F","KS8",1
"Otorgado por recurso","2019","M","KA1",1
"Otorgado por recurso","2019","M","KA2",1
"Otorgado por recurso","2019","M","KA4",1
"Otorgado por recurso","2019","M","KA7",1
"Otorgado por recurso","2019","M","KB1",1
"Otorgado por recurso","2019","M","KB2",1
"Otorgado por recurso","2019","M","KB4",1
"Otorgado por recurso","2019","M","KE3",1
"Otorgado por recurso","2019","M","KE4",1
"Otorgado por recurso","2019","M","KS3",1
"Otorgado por recurso","2019","M","KS5",1
"Otorgado por recurso","2020","F","KA1",1
"Otorgado por recurso","2020","F","KA3",2
"Otorgado por recurso","2020","F","KA5",1
"Otorgado por recurso","2020","F","KA7",1
"Otorgado por recurso","2020","F","KB4",3
"Otorgado por recurso","2020","F","KE1",2
"Otorgado por recurso","2020","F","KE2",1
"Otorgado por recurso","2020","F","KS2",2
"Otorgado por recurso","2020","F","KS3",1
"Otorgado por recurso","2020","F","KS5",1
"Otorgado por recurso","2020","F","KS7",1
"Otorgado por recurso","2020","F","KT1",1
"Otorgado por recurso","2020","M","KA1",2
"Otorgado por recurso","2020","M","KA6",1
"Otorgado por recurso","2020","M","KB2",2
"Otorgado por recurso","2020","M","KB3",1
"Otorgado por recurso","2020","M","KE1",1
"Otorgado por recurso","2020","M","KS1",2
"Otorgado por recurso","2020","M","KS5",2
"Otorgado por recurso","2020","M","KS7",1
"Otorgado por recurso","2021","F","KA1",3
"Otorgado por recurso","2021","F","KA3",2
"Otorgado por recurso","2021","F","KA5",2
"Otorgado por recurso","2021","F","KA6",2
"Otorgado por recurso","2021","F","KA7",4
"Otorgado por recurso","2021","F","KB4",1
"Otorgado por recurso","2021","F","KE1",1
"Otorgado por recurso","2021","F","KS2",1
"Otorgado por recurso","2021","F","KS6",1
"Otorgado por recurso","2021","F","KS7",1
"Otorgado por recurso","2021","F","KS8",2
"Otorgado por recurso","2021","M","KA1",1
"Otorgado por recurso","2021","M","KA2",2
"Otorgado por recurso","2021","M","KB3",1
"Otorgado por recurso","2021","M","KE1",1
"Otorgado por recurso","2021","M","KS4",1
"Otorgado por recurso","2022","F","KA1",4
"Otorgado por recurso","2022","F","KA3",2
"Otorgado por recurso","2022","F","KA5",1
"Otorgado por recurso","2022","F","KA6",1
"Otorgado por recurso","2022","F","KA7",1
"Otorgado por recurso","2022","F","KA8",1
"Otorgado por recurso","2022","F","KB1",2
"Otorgado por recurso","2022","F","KB2",2
"Otorgado por recurso","2022","F","KB3",2
"Otorgado por recurso","2022","F","KE5",1
"Otorgado por recurso","2022","F","KS5",1
"Otorgado por recurso","2022","M","KA1",3
"Otorgado por recurso","2022","M","KA5",1
"Otorgado por recurso","2022","M","KA7",1
"Otorgado por recurso","2022","M","KB3",1
"Otorgado por recurso","2022","M","KS1",2
"Otorgado por recurso","2022","M","KS10",2
"Otorgado por recurso","2022","M","KS2",2
"Otorgado por recurso","2022","M","KS3",1
